undp_hdi,ccodealp,ht_region,gle_cgdpc,imf_pop,wef_imort,who_alc2000,who_tobt,wdi_exph,region_recod
0.91900003,CAN,5,36577.078,35.49599838256836,4.699999809265137,8.1000004,16.200001,10.44958209991455,WesternDem
0.77899998,MUS,4,10944.54,1.261000037193298,13.0,3.03,21.9,4.809544563293457,SubSaharian
0.63700002,GTM,2,4438.0,,26.5,1.88,,6.202301502227782,LatAm
0.76200002,ALB,1,8516.7002,,15.0,4.5100002,29.700001,5.883105278015138,EastEurope
0.787,MYS,7,12284.27,30.70899963378906,7.300000190734862,0.51999998,22.299999,4.169077873229981,SouthEastAsia
0.42699999,LBR,4,488.26999000000006,,53.599998474121094,3.72,14.2,10.036333084106449,SubSaharian
0.75800002,MEX,2,13609.42,119.7129974365234,13.899999618530268,5.2600002,14.5,6.2964210510253915,LatAm
0.84500003,CHL,2,15519.08,17.81900024414063,7.800000190734862,7.1599998,38.900002,7.785857677459718,LatAm
0.51499999,PNG,9,1693.54,6.880000114440918,,0.88,,4.263570785522462,Pacific
0.70099998,MDA,1,4207.8701,3.5550000667572017,15.100000381469732,9.989999800000001,23.799999,10.32365608215332,EastEurope
,PRK,6,1727.8199,,,3.3499999,,,EastAsia
0.83399999,HUN,1,18310.811,9.876999855041504,5.300000190734863,10.88,29.6,7.4007811546325675,EastEurope
0.64200002,NIC,2,2527.1001,5.946000099182129,20.60000038146973,3.55,,9.040139198303224,LatAm
0.68599999,IDN,7,4780.0098,252.1649932861328,25.79999923706055,0.09000000400000001,38.5,2.84686017036438,SouthEastAsia
